"nom","couleur","feuillet","recto_verso","nbColonnes","support","enluminures","initialeEnlum","rinceauxEnlum","pmarks","boutsdeligne","filigrannes","cadelures","InitialesPeintes","initialesEmanchees","initialesRehaussees","forme","reclame","notum","Remarques"
"Fr_1563","true",1,"r",1,"papier","false",,,"false","false","false","false","false","false","false","liste","false",,"Mss classés dans ce tableau par taille du fichier décroissante"
"Fr_1563","true",2,"r",2,"papier","true",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",7,"v",2,"papier","true",,,"false","false","false","false","false","false","false","vers","false",,
"Fr_1563","true",12,"v",2,"papier","false",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",21,"v",2,"papier","true",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",27,"r",2,"papier","true",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",37,"v",2,"papier","false",,,"false","false","false","false","false","false","false","vers","false",,
"Fr_1563","true",109,"r",2,"papier","false",,,"false","false","false","false","false","false","false","vers","false",,
"Fr_1563","true",141,"r",2,"papier","true",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",146,"r",1,"papier","false",,,"false","false","false","false","false","false","false","vers","false",,
"Fr_1563","true",147,"v",1,"papier","false",,,"false","false","false","false","false","false","false","prose","false",,
"Fr_1563","true",149,"r",1,"papier","false",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",154,"v",1,"papier","false",,,"false","false","false","false","true","false","false","vers","false",,
"Fr_1563","true",176,"r","NA","papier","false",,,"false","false","false","false","false","false","false","prose","false",,
"Fr_1563","true",178,"r",2,"papier","false",,,"false","false","false","false","false","false","false","prose","false",,
"Fr_1563","true",180,"r",2,"papier","false",,,"false","false","false","false","true","false","true","prose","false",,
"Fr_1563","true",183,"r",2,"papier","false",,,"false","false","false","false","false","false","true","prose","false",,
"Fr_1563","true",203,"r",2,"papier","false",,,"true","false","false","false","true","false","true","vers","false",,
"Fr_1563","true",211,"v",2,"papier","false",,,"true","false","false","false","false","false","false","vers","false",,
"Fr_2063","true",1,"r",2,"parch","true",,,"false","true","true","false","true","false","false","prose","false",,
"Fr_2063","true",2,"v",2,"parch","false",,,"false","false","true","false","true","false","false","prose","false",,
"Fr_2063","true",3,"v",2,"parch","true",,,"false","false","false","false","true","false","true","prose","false",,
"Fr_2063","true",8,"r",2,"parch","false",,,"false","true","false","false","true","false","true","prose","false",,
"Fr_2063","true",8,"v",2,"parch","false",,,"true","false","false","false","false","false","true","prose","true",,
"Fr_2063","true",14,"v",2,"parch","false",,,"false","false","false","false","false","false","false","prose","false",,
"Fr_2063","true",124,"r",1,"parch","false",,,"false","false","false","false","true","false","true","vers","false",,
"Fr_2063","true",143,"v",1,"parch","false",,,"false","false","false","false","true","false","true","vers","true","true",
"Fr_2063","true",163,"v",1,"parch","false",,,"false","false","false","false","true","false","true","mixte","false","false",
"Fr_10468","false",1,"r",1,"parch","false",,,"false","false","false","false","true","false","false","prose","false","false","2 pages par photo"
"Fr_10468","false",4,"r",1,"parch","false",,,"false","false","false","false","true","true","false","prose","false","false",
"Fr_10468","false",27,"v",1,"parch","false",,,"false","false","false","false","true","false","false","prose","false","false",
"Fr_10468","false",34,"r",1,"parch","false",,,"false","false","false","false","true","true","false","prose","false","false",
"Fr_10468","false",53,"v",1,"parch","false",,,"false","false","false","false","true","false","false","prose","false","false",
"Fr_10468","false",56,"v",1,"parch","false",,,"false","false","false","false","true","false","false","prose","true","false",
"Fr_10468","false",86,"r",1,"parch","false",,,"false","false","false","false","true","true","false","prose","false","false",
"Fr_10468","false",87,"r",2,"parch","false",,,"false","false","false","false","true","false","false","table","false","false",
"Fr_10468","false",88,"v",,"parch","false",,,"false","false","false","false","false","false","false",,"false","false","page blanche"
"Fr_10468","false",89,"r",1,"parch","false",,,"false","false","false","false","true","true","false","prose","false","false",
"Fr_10468","false",103,"r",1,"parch","false",,,"false","false","false","false","true","false","false","prose","false","false",
"Fr_10468","false",108,"v",1,"parch","false",,,"false","false","false","false","false","false","false","prose","false","false",
"Fr_10468","false",111,"v",1,"parch","false",,,"false","false","false","false","false","false","false","mixte","false","false",
"Fr_10468","false",113,"r",1,"parch","true",,,"true","false","false","false","false","false","false","prose","false","false",
"Fr_10468","false",114,"v",1,"parch","false",,,"false","true","false","false","true","false","false","prose","false","false",
"Fr_10468","false",116,"v",1,"parch","false",,,"true","true","false","false","true","false","false","prose","false","false",
"Fr_10468","false",117,"r",1,"parch","false",,,"true","true","false","false","true","false","false","prose","false","false",
"Fr_10468","false",118,"r",1,"parch","false",,,"true","true","false","true","true","false","false","prose","false","false",
"Fr_10468","false",125,"r",1,"parch","false",,,"true","false","false","true","false","false","false","prose","false","false",
"Fr_10468","false",152,"v",1,"parch","false",,,"true","false","false","false","true","false","false","prose","true","false",
"Fr_10468","false",168,"v",1,"parch","false",,,"true","false","false","false","true","false","false","prose","true","false",
"Fr_10468","false",207,"r",1,"parch","false",,,"false","false","false","false","false","false","false","prose","false","false",
"Fr_10468","false",293,"r",1,"parch","false",,,"true","false","false","false","false","false","false","articles","false","false",
"Fr_10468","false",303,"r",1,"parch","false",,,"false","false","false","true","false","false","false","prose","false","false",
"Fr_1555","false",1,"r",1,"parch","false",,,"false","false","false","false","true","true","false","vers","false","false",
"Fr_1555","false",1,"v",1,"parch","false",,,"true","false","false","false","false","false","false","vers","false","false",
"Fr_1555","false",24,"v",1,"parch","false",,,"true","false","false","false","false","false","false","vers","true","false",
"Fr_1555","false",28,"r",1,"parch","false",,,"true","false","false","false","false","false","false","vers","false","false",
"Fr_1555","false",35,"v",1,"parch","false",,,"true","false","false","false","true","false","false","prose","false","false",
"Fr_1555","false",46,"r",1,"parch","false",,,"true","false","false","false","true","false","false","prose","false","false",
"Fr_1555","false",50,"v",1,"parch","false",,,"false","false","false","false","true","false","false","mixte","false","false",
"Fr_1555","false",56,"r",1,"parch","false",,,"false","false","false","false","true","false","false","vers","false","false",
"Fr_1555","false",61,"v",1,"parch","false",,,"false","false","false","false","true","false","false","articles","false","false",
"Fr_1555","false",67,"v",1,"parch","false",,,"true","false","false","false","false","false","false","vers","true","false",
"Fr_1555","false",74,"r",1,"parch","false",,,"true","false","false","false","false","false","false","vers","false","false",
"Fr_1555","false",80,"v",1,"parch","false",,,"true","false","false","false","false","false","false","vers","false","false","Choisie pour détromper l’algorithme sur ce qu’est une réclame"
